userid,dbid,queryid,query,calls,total_time,min_time,max_time,mean_time,stddev_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time
10,16385,4781283453004295250,GRANT EXECUTE ON FUNCTION pgstathashindex(regclass) TO pg_stat_scan_tables,1,0.052569,0.052569,0.052569,0.052569,0,0,30,0,3,1,0,0,0,0,0,0,0,0
10,16385,-6766677562622511123,COPY (SELECT * FROM pg_stat_statements) TO stdout WITH CSV HEADER,1,1.22522,1.22522,1.22522,1.22522,0,8,35,5,0,0,0,0,0,0,0,0,0,0
16384,16385,8448155763064285664,"SELECT SUM(ol_amount)                 FROM order_line
WHERE ol_o_id = d_no_o_id AND ol_d_id = d_d_id
AND ol_w_id = d_w_id",51725540,34216760.34821237,0.005152,32746.392569,0.6615061021736044,13.549190531022848,51725540,699838564,166,4,106,0,0,0,0,0,0,0,0
16384,16385,-5864015298206844049,"SELECT o_id, o_carrier_id, o_entry_d 
                                          FROM
(SELECT o_id, o_carrier_id, o_entry_d
FROM orders where o_d_id = os_d_id AND o_w_id = os_w_id and o_c_id=os_c_id
ORDER BY o_id DESC) AS SUBQUERY
LIMIT $4",5168380,16803536.335165426,0.0010160000000000002,61370.594646,3.251219208952257,65.80426792386291,4299676,16176866,7534666,1404868,5046961,0,0,0,0,0,0,0,0
16384,16385,535210619853203150,"SELECT i_price, i_name, i_data                                       FROM item WHERE i_id = no_ol_i_id",517078800,4834374.890898222,0.0018,13.084679,0.009349396824823386,0.046897712269594376,516555534,1550713134,0,0,0,0,0,0,0,0,0,0,0
10,13433,-8828646613545995663,SHOW log_connections,5,0.004445999999999999,0.000679,0.001488,0.0008891999999999999,0.0003084616021484684,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13433,8874842957009506731,SHOW log_duration,5,0.004359,0.000688,0.001505,0.0008717999999999999,0.00031733036413176727,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,9007054616624864831,COPY (SELECT sum(size) AS wal_size FROM pg_ls_waldir()) TO stdout WITH CSV HEADER,1,5.158336,5.158336,5.158336,5.158336,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,13433,-8763080154347424346,"SELECT ct.conname, ct.conkey, ct.confkey, nl.nspname AS fknsp, cl.relname AS fktab, nr.nspname AS refnsp, cr.relname AS reftab FROM pg_constraint ct JOIN pg_class cl ON cl.oid = ct.conrelid JOIN pg_namespace nl ON nl.oid = cl.relnamespace JOIN pg_class cr ON cr.oid = ct.confrelid JOIN pg_namespace nr ON nr.oid = cr.relnamespace JOIN pg_catalog.pg_namespace nc ON nc.oid = ct.connamespace WHERE contype=$2 AND nc.nspname = $1",81,6.884251000000003,0.009271,2.384749,0.08499075308641975,0.2637139726371872,0,13,68,0,45,0,0,0,0,0,0,0,0
10,16385,-1223765790011969516,"COPY (SELECT c.oid, c.relname, c.relkind, st.* FROM pg_class AS c, pgstattuple(c.oid::regclass) AS st WHERE c.relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = 'public') AND relkind IN ('r', 'i') ORDER BY relkind, relname) TO stdout WITH CSV HEADER",1,163230.335387,163230.335387,163230.335387,163230.335387,0,19,20741265,24788738,0,0,0,0,0,0,0,0,0,0
10,13433,-7700662603662758466,SHOW debug_print_rewritten,5,0.006087,0.000866,0.002185,0.0012174,0.0004879908195857787,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-419445515445068817,"SELECT d_next_o_id                  FROM district
    WHERE d_w_id=st_w_id AND d_id=st_d_id",5173045,2146959.2601352097,0.004384,3048.402372,0.41502814302504193,2.326598932947787,5173045,108496090,1012,769,691,0,0,0,0,0,0,0,0
10,13433,-2834190937518791816,SHOW log_directory,5,0.008916,0.00111,0.002547,0.0017832,0.0005366262759127622,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,4585908510153829407,"UPDATE customer
SET c_balance = p_c_balance, c_data = p_c_new_data
WHERE c_w_id = p_c_w_id AND c_d_id = p_c_d_id AND
c_id = p_c_id",24236073,1271691.090069021,0.008222,18986.878491,0.052471004278166034,4.9317678635076145,24236073,192519322,3010258,20818047,2602651,0,0,0,0,0,0,0,0
16384,16385,-1509001352764885261,"select payment($1,$2,$3,$4,$5,$6,$7,$8,$9,$10)",51715045,389518850.5140693,0.118681,69702.066152,7.532021880945647,122.9193854663224,51715045,5547886525,323073928,91002744,218301405,0,0,0,0,0,0,0,0
10,13433,-3977911648357329058,SHOW log_destination,5,0.014185,0.002257,0.004154,0.0028369999999999997,0.0006843873172407565,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-8610820246424350903,CREATE EXTENSION IF NOT EXISTS pgstattuple,1,33.002344,33.002344,33.002344,33.002344,0,0,1465,70,46,4,0,0,0,0,0,0,0,0
10,13433,1570458032255627950,"SELECT	s.nspname AS schema_name, $1 AS package_name, f.proname AS function_name,
		$2::""char"" AS function_type, f.prorettype::regtype AS return_type,
		f.proargtypes::regtype[] AS arg_types,
		fs.calls AS call_count, fs.total_time, fs.self_time
FROM	pg_catalog.pg_namespace AS s				-- schema
JOIN	pg_catalog.pg_proc AS f						-- function
ON		f.pronamespace = s.oid
JOIN	pg_catalog.pg_stat_user_functions AS fs		-- Func. stats
ON		fs.funcid = f.oid",4,10125.934166,12.264573,10082.272658999998,2531.483541499999,4359.450755448544,0,32,284,0,186,0,0,0,0,0,0,0,0
10,16385,7678840415924500974,"COPY (SELECT oid, relname, relkind, pg_table_size(oid) AS size, pg_size_pretty(pg_table_size(oid)) AS size_pretty FROM pg_class WHERE relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = $1) AND relkind IN ($2, $3) ORDER BY relname) TO stdout WITH CSV HEADER",1,1.096387,1.096387,1.096387,1.096387,0,19,241,8,0,0,0,0,0,0,0,0,0,0
