oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16992,customer_i1,4,3,1892573184,41827,1140,229886,0,0,90.28,0
17009,customer_i2,4,3,3494789120,17574,3278,423331,0,0,90.37,0
16994,district_i1,4,1,1138688,3,1,137,0,0,36.11,45.99
16996,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16998,new_order_i1,4,3,853409792,42442,441,70162,0,33572,88.77,1.48
17000,order_line_i1,4,3,60203524096,41827,45554,7303508,0,0,75.32,21.75
17002,orders_i1,4,3,5190156288,41827,3415,630148,0,0,82.96,9.02
17008,orders_i2,4,3,5830877184,41827,3592,708184,0,0,74.11,35.86
17004,stock_i1,4,3,4493762560,81517,1933,546621,0,0,90.75,0.03
17006,warehouse_i1,4,1,139264,3,1,15,0,0,32.99,40
