userid,dbid,queryid,query,calls,total_time,min_time,max_time,mean_time,stddev_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time
10,16385,4781283453004295250,GRANT EXECUTE ON FUNCTION pgstathashindex(regclass) TO pg_stat_scan_tables,1,0.018484,0.018484,0.018484,0.018484,0,0,12,0,0,0,0,0,0,0,0,0,0,0
10,16385,-6766677562622511123,COPY (SELECT * FROM pg_stat_statements) TO stdout WITH CSV HEADER,1,1.177582,1.177582,1.177582,1.177582,0,8,34,7,0,0,0,0,0,0,0,0,0,0
16384,16385,8448155763064285664,"SELECT SUM(ol_amount)                 FROM order_line
WHERE ol_o_id = d_no_o_id AND ol_d_id = d_d_id
AND ol_w_id = d_w_id",54645330,36019748.22357601,0.005024,50115.71984,0.6591551048108141,25.850629185567477,54645330,704144684,125,1,87,0,0,0,0,0,0,0,0
10,13436,3980337565283546250,"SELECT n.nspname AS schema_name, c.relname AS index_name, pg_relation_size(c.oid) / $1 AS index_size_mb FROM pg_class c, pg_namespace n WHERE c.relnamespace = n.oid AND c.relkind = $2",5,13.373215,2.22616,3.1023359999999998,2.674643,0.31999043682897765,780,5400,75,0,32,0,0,0,0,0,0,0,0
16384,16385,-5864015298206844049,"SELECT o_id, o_carrier_id, o_entry_d 
                                          FROM
(SELECT o_id, o_carrier_id, o_entry_d
FROM orders where o_d_id = os_d_id AND o_w_id = os_w_id and o_c_id=os_c_id
ORDER BY o_id DESC) AS SUBQUERY
LIMIT $4",5463214,15442176.316076767,0.001007,40325.688501000004,2.8265735730060495,43.924240309398215,4562669,17111182,7966244,1458064,5433141,0,0,0,0,0,0,0,0
10,13436,-4414173500990894660,SHOW client_min_messages,5,0.005941,0.000932,0.001708,0.0011882,0.00028798638856723774,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,535210619853203150,"SELECT i_price, i_name, i_data                                       FROM item WHERE i_id = no_ol_i_id",546580412,5103051.079967391,0.0019309999999999998,14.058651,0.009336322648835712,0.04482365022155335,546027901,1639188725,0,0,0,0,0,0,0,0,0,0,0
10,13436,755499316699468349,SELECT  upper(setting) FROM pg_settings WHERE name=$1,5,4.198035,0.71365,1.020413,0.839607,0.11252596912713084,5,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1101195516008996861,COPY (SELECT * FROM pg_stat_all_tables) TO stdout WITH CSV HEADER,2,1.75791,0.7890440000000001,0.968866,0.878955,0.08991099999999996,232,34,2,0,0,0,0,0,0,0,0,0,0
10,16385,9007054616624864831,COPY (SELECT sum(size) AS wal_size FROM pg_ls_waldir()) TO stdout WITH CSV HEADER,1,5.543876,5.543876,5.543876,5.543876,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,13436,-7700662603662758466,SHOW debug_print_rewritten,5,0.007254999999999999,0.000834,0.001857,0.001451,0.0004751622880658775,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13436,-5177500808907616140,"SELECT checkpoints_timed, checkpoints_req, buffers_clean, buffers_checkpoint, maxwritten_clean, buffers_backend, buffers_alloc FROM pg_catalog.pg_stat_bgwriter",27,17111.821191999996,10.236996,10081.85866,633.7711552592591,2249.816656891681,27,0,0,0,0,0,0,0,0,0,0,0,0
10,13436,8887676621517593594,"SELECT datname AS database_name, spcname AS tablespace_name, pg_database_size(a.oid) / $1 AS database_size_mb FROM pg_catalog.pg_database a, pg_catalog.pg_tablespace b WHERE a.dattablespace = b.oid",5,13.501137,2.186222,3.186897,2.7002273999999997,0.32153108651363727,20,25,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1223765790011969516,"COPY (SELECT c.oid, c.relname, c.relkind, st.* FROM pg_class AS c, pgstattuple(c.oid::regclass) AS st WHERE c.relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = 'public') AND relkind IN ('r', 'i') ORDER BY relkind, relname) TO stdout WITH CSV HEADER",1,145985.443855,145985.443855,145985.443855,145985.443855,0,19,20741246,24788738,0,0,0,0,0,0,0,0,0,0
10,13436,4430893440247062937,"SELECT datname AS database_name, pid AS procpid, usename, client_addr, client_port, backend_start,
		xact_start, query_start, CASE WHEN wait_event IS NULL THEN $1 ELSE $2 END AS is_waiting,
		state = $3 AS is_idle, state like $4 AS is_idle_in_transaction, query ilike $5 as is_vacuum,
		client_port IS NULL AND (query like $6 OR query like $7) as is_autovacuum,
		now() AS capture_time, wait_event, wait_event_type, query, state, state_change FROM pg_catalog.pg_stat_activity",7,22.50594,0.243857,4.914636,3.2151342857142855,1.3160328051612122,3070,35,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-419445515445068817,"SELECT d_next_o_id                  FROM district
    WHERE d_w_id=st_w_id AND d_id=st_d_id",5460965,1894097.5221400075,0.004476,622.549865,0.34684300707660587,1.2499182124418216,5460965,89601381,337,435,203,0,0,0,0,0,0,0,0
16384,16385,4585908510153829407,"UPDATE customer
SET c_balance = p_c_balance, c_data = p_c_new_data
WHERE c_w_id = p_c_w_id AND c_d_id = p_c_d_id AND
c_id = p_c_id",25653729,1279355.17339422,0.007975999999999999,407.320085,0.04987014454677751,0.824693538623364,25653729,197341650,3081559,21293141,2616687,0,0,0,0,0,0,0,0
16384,16385,-1509001352764885261,"select payment($1,$2,$3,$4,$5,$6,$7,$8,$9,$10)",54668812,364756104.7573027,0.121012,67122.385919,6.672105930476233,81.60792569955082,54668812,4935085762,331138738,93776436,227521228,0,0,0,0,0,0,0,0
10,13436,5093536722758435631,SHOW debug_pretty_print,5,0.0059359999999999994,0.000693,0.002646,0.0011872,0.0007338570432993063,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-8610820246424350903,CREATE EXTENSION IF NOT EXISTS pgstattuple,1,26.950475,26.950475,26.950475,26.950475,0,0,1465,74,49,4,0,0,0,0,0,0,0,0
10,13436,-6024611230736831019,"/* pid could be NULL for prepared transactions, and DB oid could be 0
		 * for shared relations, hence the LEFT JOIN being used below and the
		 * convoluted way of getting database OID.
		 *
		 * The side effect of this is that the locks on shared objects will
		 * appear to be taken under some database, specifically, under the
		 * database to which the backend process is connected. And if the lock
		 * on the shared object is taken by a prepared transaction, only then
		 * would we see an empty string in database_name.
		 *
		 * Note: We do not support reporting on the 'userlock' locktype; this
		 * locktype is provided by ancient contrib/userlock module.
		 * TODO: Research and implement support for this.
		 */
SELECT ROW_NUMBER() OVER (PARTITION BY l.pid) AS lockrowid,
		COALESCE(d.datname, $1)			AS database_name,
		COALESCE(l.pid::bigint, $2)		AS procpid,
		CASE
		WHEN l.locktype IN ($3, $4, $5, $6) THEN
			l.relation::text::numeric
		WHEN l.locktype = $7 THEN
			transactionid::text::numeric
		WHEN l.locktype = $8 THEN
			regexp_replace(l.virtualxid, $9, $10)::numeric
		WHEN l.locktype IN ($11, $12) THEN
			classid::text::numeric
		ELSE
			COALESCE(
				l.relation::text::numeric, transactionid::text::numeric,
				regexp_replace(l.virtualxid, $13, $14)::numeric,
				classid::text::numeric, $15
			)
		END AS objid,
		COALESCE(l.page::bigint, l.objid::bigint, $16)  AS objsubid,
		COALESCE(l.tuple::bigint, l.objsubid::bigint, $17) AS objsubsubid,
		l.locktype, l.mode AS lockmode, l.granted AS lockgranted
FROM pg_catalog.pg_locks AS l LEFT JOIN
	pg_catalog.pg_stat_activity AS sa ON l.pid = sa.pid JOIN
	pg_catalog.pg_database AS d ON sa.datid = d.oid",27,577.087613,1.417426,28.01936,21.373615296296297,4.607107130994387,188946,189,0,0,0,0,0,0,0,0,0,0,0
