oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16992,customer_i1,4,3,1893556224,41827,1140,230006,0,0,90.95,0.05
17009,customer_i2,4,3,3494879232,17574,3278,423342,0,0,91.03,0
16994,district_i1,4,2,4374528,412,3,530,0,0,9.55,50.19
16996,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16998,new_order_i1,4,3,1044914176,42442,576,82923,0,44053,83.63,7.96
17000,order_line_i1,4,3,55025868800,41827,40260,6676764,0,0,74.72,24.87
17002,orders_i1,4,3,4934148096,41827,2951,599361,0,0,77.42,16.34
17008,orders_i2,4,3,5157740544,41827,3167,626439,0,0,74.44,35.85
17004,stock_i1,4,3,4511211520,81517,1934,548750,0,0,92.89,0.42
17006,warehouse_i1,4,1,385024,3,1,45,0,0,11.19,48.89
