oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16992,customer_i1,4,3,1892573184,41827,1140,229886,0,0,91.82,0
17009,customer_i2,4,3,3494789120,17574,3278,423331,0,0,91.85,0
16994,district_i1,4,1,1802240,3,1,218,0,0,22.8,49.54
16996,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16998,new_order_i1,4,3,880205824,42442,435,82783,0,24228,87.43,4.6
17000,order_line_i1,4,3,75222941696,41827,57699,9124788,0,0,73.88,24.22
17002,orders_i1,4,3,6434840576,41827,3727,781775,0,0,79.88,11.11
17008,orders_i2,4,3,7055605760,41827,4257,857022,0,0,72.97,38.93
17004,stock_i1,4,3,4492353536,81517,1933,546449,0,0,90.94,0
17006,warehouse_i1,4,1,180224,3,1,20,0,0,24.82,45
