oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16992,customer_i1,4,3,1892982784,41827,1140,229936,0,0,90.38,0.02
17009,customer_i2,4,3,3494797312,17574,3278,423332,0,0,90.49,0
16994,district_i1,4,1,2990080,3,1,363,0,0,13.81,49.59
16996,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16998,new_order_i1,4,3,1042161664,42442,639,74619,0,51958,84.74,6.98
17000,order_line_i1,4,3,53981749248,41827,39490,6550078,0,0,75.2,23.12
17002,orders_i1,4,3,4872175616,41827,2949,591798,0,0,77.53,15.01
17008,orders_i2,4,3,5264752640,41827,3246,639423,0,0,71.94,36.28
17004,stock_i1,4,3,4492763136,81517,1933,546499,0,0,93.26,0.01
17006,warehouse_i1,4,1,385024,3,1,45,0,0,11.19,48.89
