oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16436,customer_i1,4,3,1892573184,41827,1140,229886,0,0,90.41,0
16438,customer_i2,4,3,3515621376,16948,3284,425868,0,0,89.97,0.6
16440,district_i1,4,1,1671168,3,1,202,0,0,24.58,49.01
16442,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16444,new_order_i1,4,3,867549184,42442,480,84518,0,20903,88.48,3.63
16446,order_line_i1,4,3,63578873856,41827,48037,7713055,0,0,72.16,24.93
16448,orders_i1,4,3,5434048512,41827,3445,659890,0,0,80.32,11.81
16450,orders_i2,4,3,5869469696,41827,3501,712986,0,0,74.66,35.94
16452,stock_i1,4,3,4807139328,81517,2084,584724,0,0,84.31,6.55
16454,warehouse_i1,4,1,204800,3,1,23,0,0,21.62,47.83
