userid,dbid,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,wal_records,wal_fpi,wal_bytes
10,16401,-5446850752671536204,SHOW log_disconnections,0,0,0,0,0,0,2,0.001568,0.000718,0.00085,0.000784,6.599999999999998e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16402,-1712481118449147880,COPY (SELECT * FROM pg_stat_all_indexes) TO stdout WITH CSV HEADER,0,0,0,0,0,0,2,6.2009360000000004,2.951768,3.249168,3.1004680000000002,0.14870000000000017,330,1949,9,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16402,-4894820394423214813,COPY (SELECT * FROM pg_stat_database) TO stdout WITH CSV HEADER,0,0,0,0,0,0,2,20.815857,10.396997,10.41886,10.4079285,0.010931499999999872,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16402,-3400905425668852440,"/* contrib/pg_prewarm/pg_prewarm--1.1.sql */

-- complain if script is sourced in psql, rather than via CREATE EXTENSION


-- Register the function.
CREATE FUNCTION pg_prewarm(regclass,
						   mode text default 'buffer',
						   fork text default 'main',
						   first_block int8 default null,
						   last_block int8 default null)
RETURNS int8
AS '$libdir/pg_prewarm', 'pg_prewarm'
LANGUAGE C PARALLEL SAFE",0,0,0,0,0,0,1,3.667723,3.667723,3.667723,3.667723,0,0,88,0,0,0,0,0,0,0,0,0,0,0,9,0,1561
10,16402,-2383185587194445136,COPY (SELECT * FROM pg_stat_bgwriter) TO stdout WITH CSV HEADER,0,0,0,0,0,0,2,0.285226,0.140805,0.144421,0.142613,0.0018079999999999832,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16402,-6809158549502233813,"COPY (SELECT c.oid, c.relname, c.relkind, st.* FROM pg_class AS c, pgstattuple(c.oid::regclass) AS st WHERE c.relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = $1) AND relkind IN ($2, $3) ORDER BY relkind, relname) TO stdout WITH CSV HEADER",0,0,0,0,0,0,1,151836.872207,151836.872207,151836.872207,151836.872207,0,19,20741920,24789658,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16401,-4478792916171353450,SELECT nspname FROM pg_namespace nsp JOIN pg_proc pro ON pronamespace=nsp.oid WHERE proname = $1,0,0,0,0,0,0,14,2.321105,0.067766,0.431436,0.16579321428571428,0.1140680703566193,0,70,14,0,8,0,0,0,0,0,0,0,0,0,0,0
16384,16402,1911021614501636910,"UPDATE warehouse SET w_ytd = w_ytd + p_h_amount
WHERE w_id = p_w_id",0,0,0,0,0,0,48051644,35536245.0906147,0.012515,12948.804873000001,0.7395427530144002,5.359295637154195,48051644,295189111,113480,114466,92637,0,0,0,0,0,0,0,0,51710219,18607,3626808067
10,16402,-1053197692998249427,REVOKE EXECUTE ON FUNCTION pgstattuple(regclass) FROM PUBLIC,0,0,0,0,0,0,1,0.019857,0.019857,0.019857,0.019857,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,282
16384,16402,1549575090342361865,SELECT no_o_id                FROM new_order WHERE no_w_id = d_w_id AND no_d_id = d_d_id ORDER BY no_o_id ASC LIMIT $5,0,0,0,0,0,0,48007730,11420793.085259682,0.004324,3896.5438150000004,0.23789487828856212,2.2637873504470165,48007730,552319183,1537094,89304,1078963,0,0,0,0,0,0,0,0,3423905,5188,245607188
16384,16402,4992200603692471354,"SELECT count(c_id)              FROM customer
WHERE c_last = os_c_last AND c_d_id = os_d_id AND c_w_id = os_w_id",0,0,0,0,0,0,2882182,6071028.030613518,0.01038,12852.011214999999,2.106399953442956,16.215131803774426,2882182,30991065,22865816,3826143,16069539,0,0,0,0,0,0,0,0,4854840,66825,761293867
10,16401,-4414173500990894660,SHOW client_min_messages,0,0,0,0,0,0,2,0.0036369999999999996,0.000998,0.002639,0.0018184999999999998,0.0008204999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16402,435174621275570554,COPY (SELECT * FROM pg_stat_database) TO stdout WITH CSV HEADER,0,0,0,0,0,0,2,37.561343,13.454421,24.106922,18.7806715,5.3262505,10,267,86,3,0,0,0,0,0,0,0,0,0,1,1,183
10,16402,7173655651343239529,"WITH
settings (block_size, shared_buffers, effective_cache_size) AS (
    VALUES (pg_size_bytes(current_setting($1)),
            pg_size_bytes(current_setting($2)),
            pg_size_bytes(current_setting($3)))
),
rels (oid, size) AS (
    SELECT oid, sum(relpages) OVER (ORDER BY relpages)
    FROM pg_class
    WHERE relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = $4)
      AND relkind IN ($5, $6)
)
SELECT pg_prewarm(r.oid, CASE WHEN r.size * s.block_size <= s.shared_buffers THEN $7 ELSE $8 END)
FROM rels AS r,
     settings AS s
WHERE r.size * s.block_size <= GREATEST(s.shared_buffers, s.effective_cache_size)",0,0,0,0,0,0,1,49320.156648000004,49320.156648000004,49320.156648000004,49320.156648000004,0,19,608,5175925,0,107,0,0,0,0,0,0,0,0,0,0,0
10,16401,-5701773864256765102,"SELECT c.relname AS sequence_name FROM pg_catalog.pg_class c, pg_catalog.pg_namespace n WHERE c.relkind = $2 AND c.relnamespace = n.oid AND n.nspname = $1",0,0,0,0,0,0,42,13.65834,0.095372,1.356036,0.3251985714285714,0.21502434177543525,0,430,200,0,140,0,0,0,0,0,0,0,0,0,0,0
10,16402,2190393618323980000,"CREATE FUNCTION pgstatindex(IN relname text,
    OUT version INT,
    OUT tree_level INT,
    OUT index_size BIGINT,
    OUT root_block_no BIGINT,
    OUT internal_pages BIGINT,
    OUT leaf_pages BIGINT,
    OUT empty_pages BIGINT,
    OUT deleted_pages BIGINT,
    OUT avg_leaf_density FLOAT8,
    OUT leaf_fragmentation FLOAT8)
AS '$libdir/pgstattuple', 'pgstatindex'
LANGUAGE C STRICT PARALLEL SAFE",0,0,0,0,0,0,1,0.096724,0.096724,0.096724,0.096724,0,0,56,0,0,0,0,0,0,0,0,0,0,0,9,0,1177
10,16402,-6751010700872362163,"SELECT c.relname AS index_name, r.relname AS table_name, i.indkey AS ind_keys FROM pg_catalog.pg_class c, pg_catalog.pg_namespace n, pg_catalog.pg_index i, pg_catalog.pg_class r WHERE c.relkind = $2 AND c.relnamespace = n.oid AND n.nspname = $1 AND c.oid = i.indexrelid AND r.oid = i.indrelid",0,0,0,0,0,0,41,32.487546,0.16577399999999998,3.3318369999999997,0.7923791707317073,0.6432570619622738,1754,9274,275,0,180,0,0,0,0,0,0,0,0,0,0,0
10,16401,-6887975327946995770,SET client_encoding TO 'utf8',0,0,0,0,0,0,230,3.9522649999999997,0.008517,0.560082,0.017183760869565218,0.0361717620440759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16402,2762631768175516421,"SELECT s_quantity, s_data, s_dist_01, s_dist_02, s_dist_03, s_dist_04, s_dist_05, s_dist_06, s_dist_07, s_dist_08, s_dist_09, s_dist_10
                                                                                                                                                                          FROM stock WHERE s_i_id = no_ol_i_id AND s_w_id = no_ol_supply_w_id",0,0,0,0,0,0,480467364,365942338.50682527,0.002579,12951.741273,0.7616382837327915,6.5289252869412815,479983394,2050312544,360892054,235426926,254006342,0,0,0,0,0,0,0,0,291648830,6010280,61472342022
