relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1213,pg_catalog,pg_tablespace,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1259,pg_catalog,pg_class,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2617,pg_catalog,pg_operator,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2603,pg_catalog,pg_amproc,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2609,pg_catalog,pg_description,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
16428,public,stock,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13298,information_schema,sql_sizing,0,0,,,0,0,0,0,0,0,0,,,,,0,0,0,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2619,pg_catalog,pg_statistic,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2618,pg_catalog,pg_rewrite,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
16413,public,history,0,0,,,0,0,0,0,0,0,0,,,,,0,0,0,0
3596,pg_catalog,pg_seclabel,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
16404,public,customer,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
16431,public,warehouse,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
16410,public,district,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
1247,pg_catalog,pg_type,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
