userid,dbid,queryid,query,calls,total_time,min_time,max_time,mean_time,stddev_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time
10,16385,4781283453004295250,GRANT EXECUTE ON FUNCTION pgstathashindex(regclass) TO pg_stat_scan_tables,1,0.05154,0.05154,0.05154,0.05154,0,0,30,0,3,1,0,0,0,0,0,0,0,0
10,16385,-6766677562622511123,COPY (SELECT * FROM pg_stat_statements) TO stdout WITH CSV HEADER,1,2.530918,2.530918,2.530918,2.530918,0,8,35,5,0,0,0,0,0,0,0,0,0,0
16384,16385,8448155763064285664,"SELECT SUM(ol_amount)                 FROM order_line
WHERE ol_o_id = d_no_o_id AND ol_d_id = d_d_id
AND ol_w_id = d_w_id",72620010,24147272.21356427,0.005033,58215.770551,0.33251540744163244,13.374464173788704,72620010,797883073,123,0,80,0,0,0,0,0,0,0,0
16384,16385,-5864015298206844049,"SELECT o_id, o_carrier_id, o_entry_d 
                                          FROM
(SELECT o_id, o_carrier_id, o_entry_d
FROM orders where o_d_id = os_d_id AND o_w_id = os_w_id and o_c_id=os_c_id
ORDER BY o_id DESC) AS SUBQUERY
LIMIT $4",7266510,8197665.615594958,0.0011400000000000002,56290.07363,1.1281434437707603,47.85853085834847,6258942,22535215,11011900,2013321,7437229,0,0,0,0,0,0,0,0
16384,16385,535210619853203150,"SELECT i_price, i_name, i_data                                       FROM item WHERE i_id = no_ol_i_id",726478800,12449350.286460761,0.002144,17.325752,0.017136563773807817,0.11314443689866162,725744818,2178702418,0,0,0,0,0,0,0,0,0,0,0
10,13433,-8828646613545995663,SHOW log_connections,5,0.0038009999999999997,0.000731,0.000807,0.0007602,2.8798611077619686e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13433,8874842957009506731,SHOW log_duration,5,0.003593,0.000678,0.000815,0.0007186,4.972966921265411e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,9007054616624864831,COPY (SELECT sum(size) AS wal_size FROM pg_ls_waldir()) TO stdout WITH CSV HEADER,1,14.416794,14.416794,14.416794,14.416794,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,13433,-8763080154347424346,"SELECT ct.conname, ct.conkey, ct.confkey, nl.nspname AS fknsp, cl.relname AS fktab, nr.nspname AS refnsp, cr.relname AS reftab FROM pg_constraint ct JOIN pg_class cl ON cl.oid = ct.conrelid JOIN pg_namespace nl ON nl.oid = cl.relnamespace JOIN pg_class cr ON cr.oid = ct.confrelid JOIN pg_namespace nr ON nr.oid = cr.relnamespace JOIN pg_catalog.pg_namespace nc ON nc.oid = ct.connamespace WHERE contype=$2 AND nc.nspname = $1",80,4.641346,0.014161,0.449402,0.058016825,0.04891213623447024,0,9,71,0,43,0,0,0,0,0,0,0,0
10,16385,-1223765790011969516,"COPY (SELECT c.oid, c.relname, c.relkind, st.* FROM pg_class AS c, pgstattuple(c.oid::regclass) AS st WHERE c.relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = 'public') AND relkind IN ('r', 'i') ORDER BY relkind, relname) TO stdout WITH CSV HEADER",1,149725.616388,149725.616388,149725.616388,149725.616388,0,19,20741264,24788738,0,0,0,0,0,0,0,0,0,0
