oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16422,customer_i1,4,3,1892704256,41827,1140,229902,0,0,90.61,0.01
16438,customer_i2,4,3,3494813696,17178,3280,423332,0,0,90.68,0
16424,district_i1,4,1,1073152,3,1,129,0,0,38.33,47.29
16426,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16428,new_order_i1,4,3,837419008,42442,441,72840,0,28942,88.87,1.79
16430,order_line_i1,4,3,60622241792,41827,45881,7354294,0,0,72.55,21.45
16432,orders_i1,4,3,5281841152,41827,3457,641298,0,0,82.47,9.17
16439,orders_i2,4,3,5903261696,41827,3619,716993,0,0,74.06,36.05
16434,stock_i1,4,3,4492353536,81517,1933,546449,0,0,90.29,0
16436,warehouse_i1,4,1,131072,3,1,14,0,0,35.33,35.71
