relid,indexrelid,schemaname,relname,indexrelname,idx_scan,idx_tup_read,idx_tup_fetch
4167,4168,pg_toast,pg_toast_3256,pg_toast_3256_index,0,0,0
4181,4182,pg_toast,pg_toast_6000,pg_toast_6000_index,0,0,0
4143,4144,pg_toast,pg_toast_826,pg_toast_826_index,0,0,0
4155,4156,pg_toast,pg_toast_3394,pg_toast_3394_index,0,0,0
3598,3599,pg_toast,pg_toast_3596,pg_toast_3596_index,0,0,0
4060,4061,pg_toast,pg_toast_3592,pg_toast_3592_index,0,0,0
4165,4166,pg_toast,pg_toast_3350,pg_toast_3350_index,0,0,0
4183,4184,pg_toast,pg_toast_6100,pg_toast_6100_index,0,0,0
1255,2690,pg_catalog,pg_proc,pg_proc_oid_index,265451,265449,265425
1255,2691,pg_catalog,pg_proc,pg_proc_proname_args_nsp_index,10363,28760,28721
1247,2703,pg_catalog,pg_type,pg_type_oid_index,231109,230835,230823
1247,2704,pg_catalog,pg_type,pg_type_typname_nsp_index,5020,2984,2982
1249,2658,pg_catalog,pg_attribute,pg_attribute_relid_attnam_index,28,28,28
1249,2659,pg_catalog,pg_attribute,pg_attribute_relid_attnum_index,2094829,10017768,10017768
1259,2662,pg_catalog,pg_class,pg_class_oid_index,2503789,2503765,2503730
1259,2663,pg_catalog,pg_class,pg_class_relname_nsp_index,344411,342204,342158
1259,3455,pg_catalog,pg_class,pg_class_tblspc_relfilenode_index,0,0,0
2604,2656,pg_catalog,pg_attrdef,pg_attrdef_adrelid_adnum_index,0,0,0
2604,2657,pg_catalog,pg_attrdef,pg_attrdef_oid_index,0,0,0
2606,2664,pg_catalog,pg_constraint,pg_constraint_conname_nsp_index,0,0,0
2606,2665,pg_catalog,pg_constraint,pg_constraint_conrelid_contypid_conname_index,11,0,0
2606,2666,pg_catalog,pg_constraint,pg_constraint_contypid_index,0,0,0
2606,2667,pg_catalog,pg_constraint,pg_constraint_oid_index,25,15,15
2606,2579,pg_catalog,pg_constraint,pg_constraint_conparentid_index,0,0,0
2611,2680,pg_catalog,pg_inherits,pg_inherits_relid_seqno_index,1,0,0
2611,2187,pg_catalog,pg_inherits,pg_inherits_parent_index,0,0,0
2610,2678,pg_catalog,pg_index,pg_index_indrelid_index,356222,365894,365888
2610,2679,pg_catalog,pg_index,pg_index_indexrelid_index,358521,358521,358469
2617,2688,pg_catalog,pg_operator,pg_operator_oid_index,10509,10509,10509
2617,2689,pg_catalog,pg_operator,pg_operator_oprname_l_r_n_index,9057,68809,68809
2753,2754,pg_catalog,pg_opfamily,pg_opfamily_am_name_nsp_index,0,0,0
2753,2755,pg_catalog,pg_opfamily,pg_opfamily_oid_index,0,0,0
2616,2686,pg_catalog,pg_opclass,pg_opclass_am_name_nsp_index,3613,152938,152938
2616,2687,pg_catalog,pg_opclass,pg_opclass_oid_index,212044,212044,212044
2601,2651,pg_catalog,pg_am,pg_am_name_index,0,0,0
2601,2652,pg_catalog,pg_am,pg_am_oid_index,4,4,0
2602,2653,pg_catalog,pg_amop,pg_amop_fam_strat_index,10864,10864,10864
2602,2654,pg_catalog,pg_amop,pg_amop_opr_fam_index,158038,169119,169119
2602,2756,pg_catalog,pg_amop,pg_amop_oid_index,2,2,0
2603,2655,pg_catalog,pg_amproc,pg_amproc_fam_proc_index,215236,664133,664133
2603,2757,pg_catalog,pg_amproc,pg_amproc_oid_index,2,2,0
2612,2681,pg_catalog,pg_language,pg_language_name_index,5,5,5
2612,2682,pg_catalog,pg_language,pg_language_oid_index,258,258,254
2995,2996,pg_catalog,pg_largeobject_metadata,pg_largeobject_metadata_oid_index,0,0,0
2613,2683,pg_catalog,pg_largeobject,pg_largeobject_loid_pn_index,0,0,0
2600,2650,pg_catalog,pg_aggregate,pg_aggregate_fnoid_index,1509,1509,1509
3381,3380,pg_catalog,pg_statistic_ext,pg_statistic_ext_oid_index,0,0,0
3381,3997,pg_catalog,pg_statistic_ext,pg_statistic_ext_name_index,0,0,0
3381,3379,pg_catalog,pg_statistic_ext,pg_statistic_ext_relid_index,340232,0,0
3429,3433,pg_catalog,pg_statistic_ext_data,pg_statistic_ext_data_stxoid_index,0,0,0
2619,2696,pg_catalog,pg_statistic,pg_statistic_relid_att_inh_index,1854692,1886816,1854400
2618,2692,pg_catalog,pg_rewrite,pg_rewrite_oid_index,13,10,2
2618,2693,pg_catalog,pg_rewrite,pg_rewrite_rel_rulename_index,31,30,21
2620,2699,pg_catalog,pg_trigger,pg_trigger_tgconstraint_index,0,0,0
2620,2701,pg_catalog,pg_trigger,pg_trigger_tgrelid_tgname_index,0,0,0
2620,2702,pg_catalog,pg_trigger,pg_trigger_oid_index,0,0,0
3466,3467,pg_catalog,pg_event_trigger,pg_event_trigger_evtname_index,17,0,0
3466,3468,pg_catalog,pg_event_trigger,pg_event_trigger_oid_index,0,0,0
2609,2675,pg_catalog,pg_description,pg_description_o_c_o_index,11,1,1
2605,2660,pg_catalog,pg_cast,pg_cast_oid_index,3,2,0
2605,2661,pg_catalog,pg_cast,pg_cast_source_target_index,78896,15920,15920
3501,3502,pg_catalog,pg_enum,pg_enum_oid_index,0,0,0
3501,3503,pg_catalog,pg_enum,pg_enum_typid_label_index,0,0,0
3501,3534,pg_catalog,pg_enum,pg_enum_typid_sortorder_index,0,0,0
2615,2684,pg_catalog,pg_namespace,pg_namespace_nspname_index,59451,59183,59180
2615,2685,pg_catalog,pg_namespace,pg_namespace_oid_index,59320,59320,59268
2607,2668,pg_catalog,pg_conversion,pg_conversion_default_index,0,0,0
2607,2669,pg_catalog,pg_conversion,pg_conversion_name_nsp_index,0,0,0
2607,2670,pg_catalog,pg_conversion,pg_conversion_oid_index,0,0,0
2608,2673,pg_catalog,pg_depend,pg_depend_depender_index,172270,177082,177076
2608,2674,pg_catalog,pg_depend,pg_depend_reference_index,614,609,586
1262,2671,pg_catalog,pg_database,pg_database_datname_index,60671,60670,60670
1262,2672,pg_catalog,pg_database,pg_database_oid_index,118946,118945,118945
2964,2965,pg_catalog,pg_db_role_setting,pg_db_role_setting_databaseid_rol_index,239040,0,0
1213,2697,pg_catalog,pg_tablespace,pg_tablespace_oid_index,24631,24631,24631
1213,2698,pg_catalog,pg_tablespace,pg_tablespace_spcname_index,0,0,0
1260,2676,pg_catalog,pg_authid,pg_authid_rolname_index,59103,59102,59102
1260,2677,pg_catalog,pg_authid,pg_authid_oid_index,117842,117841,117841
1261,2694,pg_catalog,pg_auth_members,pg_auth_members_role_member_index,0,0,0
1261,2695,pg_catalog,pg_auth_members,pg_auth_members_member_role_index,0,0,0
1214,1232,pg_catalog,pg_shdepend,pg_shdepend_depender_index,25,9,0
1214,1233,pg_catalog,pg_shdepend,pg_shdepend_reference_index,59,58,58
2396,2397,pg_catalog,pg_shdescription,pg_shdescription_o_c_index,0,0,0
3602,3608,pg_catalog,pg_ts_config,pg_ts_config_cfgname_index,116348,116348,116348
3602,3712,pg_catalog,pg_ts_config,pg_ts_config_oid_index,116348,116348,116348
3603,3609,pg_catalog,pg_ts_config_map,pg_ts_config_map_index,0,0,0
3600,3604,pg_catalog,pg_ts_dict,pg_ts_dict_dictname_index,0,0,0
3600,3605,pg_catalog,pg_ts_dict,pg_ts_dict_oid_index,0,0,0
3601,3606,pg_catalog,pg_ts_parser,pg_ts_parser_prsname_index,0,0,0
3601,3607,pg_catalog,pg_ts_parser,pg_ts_parser_oid_index,0,0,0
3764,3766,pg_catalog,pg_ts_template,pg_ts_template_tmplname_index,0,0,0
3764,3767,pg_catalog,pg_ts_template,pg_ts_template_oid_index,0,0,0
3079,3080,pg_catalog,pg_extension,pg_extension_oid_index,11,8,8
3079,3081,pg_catalog,pg_extension,pg_extension_name_index,8,5,5
2328,112,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_oid_index,0,0,0
2328,548,pg_catalog,pg_foreign_data_wrapper,pg_foreign_data_wrapper_name_index,0,0,0
1417,113,pg_catalog,pg_foreign_server,pg_foreign_server_oid_index,0,0,0
1417,549,pg_catalog,pg_foreign_server,pg_foreign_server_name_index,0,0,0
1418,174,pg_catalog,pg_user_mapping,pg_user_mapping_oid_index,0,0,0
1418,175,pg_catalog,pg_user_mapping,pg_user_mapping_user_server_index,0,0,0
3118,3119,pg_catalog,pg_foreign_table,pg_foreign_table_relid_index,0,0,0
3256,3257,pg_catalog,pg_policy,pg_policy_oid_index,0,0,0
3256,3258,pg_catalog,pg_policy,pg_policy_polrelid_polname_index,0,0,0
6000,6001,pg_catalog,pg_replication_origin,pg_replication_origin_roiident_index,0,0,0
6000,6002,pg_catalog,pg_replication_origin,pg_replication_origin_roname_index,0,0,0
826,827,pg_catalog,pg_default_acl,pg_default_acl_role_nsp_obj_index,10,0,0
826,828,pg_catalog,pg_default_acl,pg_default_acl_oid_index,0,0,0
3394,3395,pg_catalog,pg_init_privs,pg_init_privs_o_c_o_index,69,27,13
3596,3597,pg_catalog,pg_seclabel,pg_seclabel_object_index,6,0,0
3592,3593,pg_catalog,pg_shseclabel,pg_shseclabel_object_index,0,0,0
3456,3164,pg_catalog,pg_collation,pg_collation_name_enc_nsp_index,4,2,2
3456,3085,pg_catalog,pg_collation,pg_collation_oid_index,73,46,14
3350,3351,pg_catalog,pg_partitioned_table,pg_partitioned_table_partrelid_index,208,0,0
3541,3542,pg_catalog,pg_range,pg_range_rngtypid_index,252,0,0
3576,3574,pg_catalog,pg_transform,pg_transform_oid_index,0,0,0
3576,3575,pg_catalog,pg_transform,pg_transform_type_lang_index,25,0,0
2224,5002,pg_catalog,pg_sequence,pg_sequence_seqrelid_index,0,0,0
6104,6110,pg_catalog,pg_publication,pg_publication_oid_index,0,0,0
6104,6111,pg_catalog,pg_publication,pg_publication_pubname_index,0,0,0
6106,6112,pg_catalog,pg_publication_rel,pg_publication_rel_oid_index,0,0,0
6106,6113,pg_catalog,pg_publication_rel,pg_publication_rel_prrelid_prpubid_index,0,0,0
6100,6114,pg_catalog,pg_subscription,pg_subscription_oid_index,0,0,0
6100,6115,pg_catalog,pg_subscription,pg_subscription_subname_index,0,0,0
6102,6117,pg_catalog,pg_subscription_rel,pg_subscription_rel_srrelid_srsubid_index,0,0,0
13426,13427,pg_toast,pg_toast_13423,pg_toast_13423_index,0,0,0
13431,13432,pg_toast,pg_toast_13428,pg_toast_13428_index,0,0,0
13436,13437,pg_toast,pg_toast_13433,pg_toast_13433_index,0,0,0
13441,13442,pg_toast,pg_toast_13438,pg_toast_13438_index,0,0,0
16408,16409,pg_toast,pg_toast_16405,pg_toast_16405_index,0,0,0
16422,16434,public,order_line,order_line_i1,104948608,2682369530,2675083518
16416,16435,public,item,item_i1,888942705,888050921,888050921
16410,16439,public,district,district_i1,186669321,765381271,70561313
16431,16437,public,warehouse,warehouse_i1,177942692,608723200,6932497
16428,16436,public,stock,stock_i1,2476158227,128564023749,121090279012
16405,16440,public,customer,customer_i1,305663595,309564688,305663595
16425,16438,public,orders,orders_i1,177070668,192231717,177070668
16419,16441,public,new_order,new_order_i1,177888220,987485910,177608946
16425,16450,public,orders,orders_i2,8887406,3449877,3413668
16405,16452,public,customer,customer_i2,64015842,0,0
