userid,dbid,queryid,query,calls,total_time,min_time,max_time,mean_time,stddev_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time
10,16385,4781283453004295250,GRANT EXECUTE ON FUNCTION pgstathashindex(regclass) TO pg_stat_scan_tables,1,0.051112,0.051112,0.051112,0.051112,0,0,30,0,3,1,0,0,0,0,0,0,0,0
10,16385,-6766677562622511123,COPY (SELECT * FROM pg_stat_statements) TO stdout WITH CSV HEADER,1,1.759761,1.759761,1.759761,1.759761,0,8,35,5,0,0,0,0,0,0,0,0,0,0
16384,16385,8448155763064285664,"SELECT SUM(ol_amount)                 FROM order_line
WHERE ol_o_id = d_no_o_id AND ol_d_id = d_d_id
AND ol_w_id = d_w_id",86983450,10672420.933977835,0.005238,45813.233113,0.1226948452145671,8.271745330230155,86983450,917413683,129,1,88,0,0,0,0,0,0,0,0
16384,16385,-5864015298206844049,"SELECT o_id, o_carrier_id, o_entry_d 
                                          FROM
(SELECT o_id, o_carrier_id, o_entry_d
FROM orders where o_d_id = os_d_id AND o_w_id = os_w_id and o_c_id=os_c_id
ORDER BY o_id DESC) AS SUBQUERY
LIMIT $4",8697658,5511679.597732681,0.0010869999999999999,34773.476205,0.6336969788571712,29.075212518844012,7607711,26962028,13329271,2407227,9175476,0,0,0,0,0,0,0,0
16384,16385,535210619853203150,"SELECT i_price, i_name, i_data                                       FROM item WHERE i_id = no_ol_i_id",869972336,14957063.24598888,0.002081,14.795778,0.017192573403924008,0.10875555840520305,869094400,2609039072,0,0,0,0,0,0,0,0,0,0,0
10,13433,-8828646613545995663,SHOW log_connections,4,0.007215,0.001443,0.002484,0.0018037500000000002,0.00042565324796129544,0,0,0,0,0,0,0,0,0,0,0,0,0
10,13433,8874842957009506731,SHOW log_duration,4,0.0051589999999999995,0.000672,0.002097,0.00128975,0.0005708048593871639,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,9007054616624864831,COPY (SELECT sum(size) AS wal_size FROM pg_ls_waldir()) TO stdout WITH CSV HEADER,1,5.841725,5.841725,5.841725,5.841725,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,13433,-8763080154347424346,"SELECT ct.conname, ct.conkey, ct.confkey, nl.nspname AS fknsp, cl.relname AS fktab, nr.nspname AS refnsp, cr.relname AS reftab FROM pg_constraint ct JOIN pg_class cl ON cl.oid = ct.conrelid JOIN pg_namespace nl ON nl.oid = cl.relnamespace JOIN pg_class cr ON cr.oid = ct.confrelid JOIN pg_namespace nr ON nr.oid = cr.relnamespace JOIN pg_catalog.pg_namespace nc ON nc.oid = ct.connamespace WHERE contype=$2 AND nc.nspname = $1",80,5.198468999999998,0.019264,0.426169,0.06498086249999999,0.046832664141532615,0,9,71,0,45,0,0,0,0,0,0,0,0
10,16385,-1223765790011969516,"COPY (SELECT c.oid, c.relname, c.relkind, st.* FROM pg_class AS c, pgstattuple(c.oid::regclass) AS st WHERE c.relnamespace = (SELECT oid FROM pg_namespace WHERE nspname = 'public') AND relkind IN ('r', 'i') ORDER BY relkind, relname) TO stdout WITH CSV HEADER",1,143346.17668,143346.17668,143346.17668,143346.17668,0,19,20741264,24788738,0,0,0,0,0,0,0,0,0,0
10,13433,-7700662603662758466,SHOW debug_print_rewritten,4,0.007499,0.001356,0.002471,0.0018747500000000001,0.0004523772623596372,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,-419445515445068817,"SELECT d_next_o_id                  FROM district
    WHERE d_w_id=st_w_id AND d_id=st_d_id",8700382,1165471.2741049945,0.004179,325.35689099999996,0.13395633365350174,0.597644621121567,8700382,57412900,566,534,401,0,0,0,0,0,0,0,0
10,13433,-2834190937518791816,SHOW log_directory,4,0.011215000000000001,0.002573,0.002955,0.00280375,0.0001409811600888572,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,16385,4585908510153829407,"UPDATE customer
SET c_balance = p_c_balance, c_data = p_c_new_data
WHERE c_w_id = p_c_w_id AND c_d_id = p_c_d_id AND
c_id = p_c_id",40804425,2136040.193670086,0.00812,32115.131378000002,0.052348248839910703,5.103987395392736,40804425,282849275,2427637,30909428,2160504,0,0,0,0,0,0,0,0
16384,16385,-1509001352764885261,"select payment($1,$2,$3,$4,$5,$6,$7,$8,$9,$10)",86980725,289635264.73721254,0.124277,59784.212919,3.329878714360027,50.59946612182548,86980725,4611333585,505152653,137092596,349994333,0,0,0,0,0,0,0,0
10,13433,-3977911648357329058,SHOW log_destination,4,0.015279999999999998,0.003236,0.004285,0.0038199999999999996,0.0003780482773403416,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-8610820246424350903,CREATE EXTENSION IF NOT EXISTS pgstattuple,1,31.398027,31.398027,31.398027,31.398027,0,0,1465,70,46,4,0,0,0,0,0,0,0,0
