oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16439,customer_i1,i,1898962944,61009312,1465191144,77.16,826931,19971544,1.05,140502580,7.4
16455,customer_i2,i,3495460864,61563213,2929967032,83.82,1281320,61242288,1.75,188864284,5.4
16441,district_i1,i,6037504,20000,320000,5.3,0,0,0,5549716,91.92
16443,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16445,new_order_i1,i,1165705216,18298478,439163472,37.67,304277,7302648,0.63,634174320,54.4
16447,order_line_i1,i,51014934528,1318484490,32656957264,64.01,3692585,88635464,0.17,12231498788,23.98
16449,orders_i1,i,4723712000,123942870,2980692752,63.1,0,0,0,1182184788,25.03
16456,orders_i2,i,5009915904,124300612,2983555672,59.55,0,0,0,1460357012,29.15
16451,stock_i1,i,4772225024,203681201,3289892832,68.94,3461156,59488960,1.25,540810500,11.33
16453,warehouse_i1,i,466944,2000,32000,6.85,0,0,0,407060,87.18
16410,customer,r,41909313536,60000000,35205036078,84,2384032,1420037043,3.39,4565750204,10.89
16415,district,r,356556800,20000,2287977,0.64,0,0,0,340487620,95.49
16418,history,r,9777577984,123234144,8800667347,90.01,0,0,0,41373928,0.42
16421,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16424,new_order,r,1318707200,18278324,621463016,47.13,322416,10962144,0.83,443513892,33.63
16427,order_line,r,133704679424,1232320243,105214814282,78.69,62650940,5384692890,4.03,11853182552,8.87
16430,orders,r,8113897472,123226310,6371211472,78.52,503913,25280750,0.31,423301768,5.22
16433,stock,r,76982272000,200000000,66181729614,85.97,11500816,3806359717,4.94,4854307072,6.31
16436,warehouse,r,19521536,2000,218098,1.12,56,6190,0.03,18502568,94.78
