oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16422,customer_i1,4,3,1893064704,41827,1140,229946,0,0,90.84,0.03
16438,customer_i2,4,3,3494821888,17178,3280,423333,0,0,90.94,0
16424,district_i1,4,1,3268608,3,1,397,0,0,12.65,49.37
16426,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16428,new_order_i1,4,3,1120296960,42442,617,74398,0,61739,84.58,6.77
16430,order_line_i1,4,3,59444568064,41827,43972,7212444,0,0,75.43,24.12
16432,orders_i1,4,3,5182726144,41827,3102,629554,0,0,79.15,13.26
16439,orders_i2,4,3,5660983296,41827,3561,687476,0,0,72.69,37.35
16434,stock_i1,4,3,4492402688,81517,1933,546455,0,0,90.84,0
16436,warehouse_i1,4,1,385024,3,1,45,0,0,11.19,48.89
